attempt_id,payment_id,strategy,attempt_number,delay_minutes,attempt_status,predicted_recovery_probability,recovered_amount_inr,risk_amount_inr,resolved_at
att_10306,pay_104380,Alternate payment method,0,15,Pending,0.408,0.0,1984.93,
att_10307,pay_101909,Retry after 10 minutes,3,10,Recovered,0.896,6466.65,0.0,2026-03-05 22:52:00
att_10308,pay_102712,Retry after 10 minutes,2,10,Recovered,0.847,820.76,0.0,2026-03-06 03:22:00
att_10309,pay_102096,UPI payment link,1,15,Failed,0.432,0.0,2706.92,
att_10310,pay_101688,Email reminder,1,15,Failed,0.379,0.0,6019.04,
att_10311,pay_100318,Alternate payment method,2,15,Failed,0.28,0.0,16481.34,
att_10312,pay_103742,Alternate payment method,2,15,Failed,0.545,0.0,2609.33,
att_10313,pay_103171,Alternate payment method,0,15,Pending,0.199,0.0,1591.84,
att_10314,pay_104476,Alternate payment method,3,15,Recovered,0.339,3655.43,0.0,2026-03-06 10:42:00
att_10315,pay_103552,Retry after 10 minutes,1,10,Failed,0.85,0.0,6091.78,
att_10316,pay_103351,Retry after 10 minutes,2,10,Failed,0.814,0.0,1998.7,
att_10317,pay_102232,Smart gateway retry,2,15,Failed,0.868,0.0,6115.47,
att_10318,pay_103920,Retry after 10 minutes,1,10,Recovered,0.774,3601.35,0.0,2026-03-06 01:30:00
att_10319,pay_101446,Retry after 10 minutes,0,10,Pending,0.779,0.0,2947.92,
att_10320,pay_100180,Retry after 10 minutes,3,10,Recovered,0.825,1049.59,0.0,2026-03-06 15:09:00
att_10321,pay_100285,UPI payment link,0,15,Pending,0.562,0.0,1547.9,
att_10322,pay_104403,OTP reminder,3,15,Failed,0.604,0.0,1423.4,
att_10323,pay_100381,OTP reminder,1,15,Failed,0.623,0.0,584.34,
att_10324,pay_104207,Smart gateway retry,2,15,Recovered,0.892,4810.74,0.0,2026-03-06 03:16:00
att_10325,pay_102790,Alternate payment method,2,15,Failed,0.446,0.0,1495.97,
att_10326,pay_102952,Smart gateway retry,3,15,Recovered,0.774,2920.55,0.0,2026-03-06 02:08:00
att_10327,pay_102941,Retry after 10 minutes,1,10,Failed,0.929,0.0,1927.28,
att_10328,pay_102288,Retry after 10 minutes,0,10,Pending,0.819,0.0,2346.09,
att_10329,pay_100763,Email reminder,0,15,Pending,0.472,0.0,1196.04,
att_10330,pay_100753,OTP reminder,1,15,Failed,0.489,0.0,5354.22,
att_10331,pay_102648,UPI payment link,0,15,Recovered,0.394,3352.18,0.0,2026-03-06 23:59:00
att_10332,pay_102877,Retry after 10 minutes,0,10,Pending,0.645,0.0,15783.71,
att_10333,pay_100347,Email reminder,0,15,Pending,0.358,0.0,9917.82,
att_10334,pay_100679,UPI payment link,3,15,Failed,0.419,0.0,5649.52,
att_10335,pay_102147,Retry after 10 minutes,3,10,Recovered,0.869,3028.0,0.0,2026-03-06 23:46:00
att_10336,pay_102168,Email reminder,2,15,Failed,0.504,0.0,3384.41,
att_10337,pay_102630,Alternate payment method,0,15,Pending,0.401,0.0,3818.85,
att_10338,pay_102781,Retry after 10 minutes,0,10,Recovered,0.98,1353.04,0.0,2026-03-06 14:37:00
att_10339,pay_102457,UPI payment link,1,15,Recovered,0.461,2000.43,0.0,2026-03-06 09:13:00
att_10340,pay_101765,UPI payment link,2,15,Recovered,0.348,1245.56,0.0,2026-03-06 15:20:00
att_10341,pay_102694,OTP reminder,2,15,Recovered,0.706,3837.88,0.0,2026-03-07 00:05:00
att_10342,pay_103438,Alternate payment method,3,15,Failed,0.313,0.0,1769.57,
att_10343,pay_101442,Retry after 10 minutes,0,10,Pending,0.844,0.0,4460.23,
att_10344,pay_100408,OTP reminder,1,15,Failed,0.632,0.0,713.25,
att_10345,pay_104272,Retry after 10 minutes,1,10,Recovered,0.977,1824.07,0.0,2026-03-06 16:58:00
att_10346,pay_100490,Retry after 10 minutes,2,10,Recovered,0.792,3936.76,0.0,2026-03-07 03:24:00
att_10347,pay_102886,Retry after 10 minutes,3,10,Recovered,0.85,1489.43,0.0,2026-03-06 16:43:00
att_10348,pay_102227,OTP reminder,2,15,Failed,0.642,0.0,31709.91,
att_10349,pay_101532,OTP reminder,3,15,Recovered,0.599,12106.96,0.0,2026-03-07 13:56:00
att_10350,pay_100469,Retry after 10 minutes,1,10,Failed,0.799,0.0,2090.73,
att_10351,pay_103733,Alternate payment method,1,15,Failed,0.355,0.0,5355.21,
att_10352,pay_102571,UPI payment link,2,15,Failed,0.593,0.0,4901.65,
att_10353,pay_104819,Email reminder,1,15,Failed,0.427,0.0,1585.82,
att_10354,pay_104988,Retry after 10 minutes,3,10,Recovered,0.782,4235.31,0.0,2026-03-06 23:28:00
att_10355,pay_101976,Retry after 10 minutes,1,10,Failed,0.711,0.0,1144.7,
att_10356,pay_102732,Retry after 10 minutes,2,10,Failed,0.777,0.0,4967.76,
att_10357,pay_101272,Smart gateway retry,2,15,Failed,0.66,0.0,569.78,
att_10358,pay_100692,UPI payment link,2,15,Failed,0.258,0.0,5210.58,
att_10359,pay_101750,Email reminder,2,15,Failed,0.561,0.0,1107.21,
att_10360,pay_101142,Email reminder,1,15,Failed,0.568,0.0,3501.15,
att_10361,pay_104839,UPI payment link,1,15,Failed,0.413,0.0,498.69,
att_10362,pay_100721,Alternate payment method,3,15,Failed,0.43,0.0,2672.85,
att_10363,pay_102674,UPI payment link,2,15,Recovered,0.219,277.94,0.0,2026-03-07 10:15:00
att_10364,pay_102412,Smart gateway retry,2,15,Failed,0.84,0.0,1225.33,
att_10365,pay_102861,Email reminder,2,15,Recovered,0.521,3280.4,0.0,2026-03-07 19:47:00
att_10366,pay_101515,Alternate payment method,1,15,Failed,0.158,0.0,1984.52,
att_10367,pay_104131,Retry after 10 minutes,0,10,Recovered,0.718,3298.96,0.0,2026-03-07 21:38:00
att_10368,pay_103002,UPI payment link,2,15,Failed,0.417,0.0,3926.21,
att_10369,pay_103113,UPI payment link,2,15,Recovered,0.58,6948.28,0.0,2026-03-07 19:31:00
att_10370,pay_103312,Retry after 10 minutes,2,10,Failed,0.844,0.0,2249.93,
att_10371,pay_104435,Email reminder,3,15,Failed,0.573,0.0,1297.22,
att_10372,pay_103642,Email reminder,1,15,Failed,0.424,0.0,1415.57,
att_10373,pay_102499,UPI payment link,0,15,Recovered,0.469,8495.58,0.0,2026-03-08 03:26:00
att_10374,pay_103895,Alternate payment method,2,15,Failed,0.411,0.0,2784.82,
att_10375,pay_104379,UPI payment link,3,15,Failed,0.372,0.0,3056.21,
att_10376,pay_102492,Smart gateway retry,0,15,Pending,0.715,0.0,935.41,
att_10377,pay_104291,Retry after 10 minutes,3,10,Failed,0.724,0.0,4282.82,
att_10378,pay_104087,Smart gateway retry,0,15,Pending,0.711,0.0,6462.19,
att_10379,pay_104850,Smart gateway retry,0,15,Pending,0.875,0.0,5422.13,
att_10380,pay_104267,Alternate payment method,3,15,Failed,0.328,0.0,1914.54,
att_10381,pay_103494,Retry after 10 minutes,2,10,Recovered,0.674,2315.7,0.0,2026-03-08 08:17:00
att_10382,pay_103641,Email reminder,3,15,Failed,0.413,0.0,2464.07,
att_10383,pay_100861,Smart gateway retry,0,15,Recovered,0.912,1663.13,0.0,2026-03-08 08:08:00
att_10384,pay_103942,Retry after 10 minutes,2,10,Failed,0.791,0.0,4231.49,
att_10385,pay_100437,Smart gateway retry,1,15,Recovered,0.71,185.78,0.0,2026-03-08 08:56:00
att_10386,pay_104231,UPI payment link,3,15,Recovered,0.336,3640.06,0.0,2026-03-08 08:31:00
att_10387,pay_102611,Retry after 10 minutes,0,10,Pending,0.826,0.0,1741.06,
att_10388,pay_101181,Retry after 10 minutes,3,10,Recovered,0.874,6632.18,0.0,2026-03-07 23:54:00
att_10389,pay_100420,Alternate payment method,3,15,Failed,0.577,0.0,2912.17,
att_10390,pay_104294,Alternate payment method,0,15,Pending,0.186,0.0,2508.46,
att_10391,pay_102569,UPI payment link,1,15,Failed,0.378,0.0,6580.88,
att_10392,pay_103971,UPI payment link,1,15,Failed,0.33,0.0,3645.96,
att_10393,pay_100023,Retry after 10 minutes,2,10,Recovered,0.793,1339.25,0.0,2026-03-08 12:57:00
att_10394,pay_100498,Retry after 10 minutes,1,10,Failed,0.848,0.0,1557.75,
att_10395,pay_104542,Alternate payment method,2,15,Recovered,0.363,7571.85,0.0,2026-03-08 06:45:00
att_10396,pay_104368,Email reminder,0,15,Pending,0.464,0.0,1926.38,
att_10397,pay_100576,UPI payment link,1,15,Failed,0.158,0.0,12475.53,
att_10398,pay_103891,Retry after 10 minutes,3,10,Failed,0.793,0.0,863.68,
att_10399,pay_101066,Retry after 10 minutes,1,10,Recovered,0.881,3115.89,0.0,2026-03-08 10:40:00
att_10400,pay_100263,Smart gateway retry,0,15,Recovered,0.741,4236.54,0.0,2026-03-08 05:08:00
att_10401,pay_102532,Smart gateway retry,0,15,Pending,0.86,0.0,1943.79,
att_10402,pay_100585,Retry after 10 minutes,2,10,Failed,0.796,0.0,5887.97,
att_10403,pay_103899,Retry after 10 minutes,3,10,Failed,0.874,0.0,2285.63,
att_10404,pay_100451,Alternate payment method,1,15,Failed,0.476,0.0,3329.34,
att_10405,pay_101261,UPI payment link,2,15,Failed,0.385,0.0,2554.23,
att_10406,pay_103604,Alternate payment method,1,15,Failed,0.279,0.0,771.48,
att_10407,pay_101678,Retry after 10 minutes,0,10,Pending,0.748,0.0,1508.52,
att_10408,pay_101622,Retry after 10 minutes,3,10,Recovered,0.759,7951.21,0.0,2026-03-08 09:34:00
att_10409,pay_102623,Retry after 10 minutes,1,10,Recovered,0.817,1956.3,0.0,2026-03-09 03:46:00
att_10410,pay_102165,UPI payment link,0,15,Pending,0.417,0.0,1850.73,
att_10411,pay_101989,Retry after 10 minutes,2,10,Failed,0.734,0.0,1627.4,
att_10412,pay_104978,OTP reminder,3,15,Recovered,0.665,3065.62,0.0,2026-03-08 21:34:00
att_10413,pay_103275,Retry after 10 minutes,3,10,Recovered,0.863,7088.42,0.0,2026-03-08 11:45:00
att_10414,pay_100526,Smart gateway retry,1,15,Failed,0.847,0.0,1495.28,
att_10415,pay_104987,Smart gateway retry,0,15,Recovered,0.843,5028.8,0.0,2026-03-09 06:39:00
att_10416,pay_103800,OTP reminder,1,15,Recovered,0.557,2167.62,0.0,2026-03-08 12:21:00
att_10417,pay_102830,Smart gateway retry,3,15,Recovered,0.899,4036.34,0.0,2026-03-09 07:58:00
att_10418,pay_100060,Smart gateway retry,1,15,Failed,0.839,0.0,5014.82,
att_10419,pay_104429,Smart gateway retry,0,15,Pending,0.866,0.0,10254.87,
att_10420,pay_102013,Retry after 10 minutes,1,10,Failed,0.7,0.0,11950.17,
att_10421,pay_103519,Alternate payment method,0,15,Pending,0.305,0.0,4167.92,
att_10422,pay_102960,Alternate payment method,3,15,Failed,0.369,0.0,1035.86,
att_10423,pay_100732,Smart gateway retry,3,15,Recovered,0.642,7373.95,0.0,2026-03-08 20:42:00
att_10424,pay_103657,UPI payment link,3,15,Failed,0.426,0.0,3138.49,
att_10425,pay_104868,UPI payment link,0,15,Pending,0.308,0.0,2067.35,
att_10426,pay_102624,UPI payment link,2,15,Failed,0.327,0.0,1336.58,
att_10427,pay_103200,Alternate payment method,2,15,Recovered,0.284,1578.21,0.0,2026-03-08 22:50:00
att_10428,pay_103844,Retry after 10 minutes,1,10,Failed,0.848,0.0,12922.38,
att_10429,pay_104430,Alternate payment method,1,15,Failed,0.267,0.0,1482.44,
att_10430,pay_101005,UPI payment link,2,15,Failed,0.401,0.0,5432.95,
att_10431,pay_100529,Email reminder,0,15,Pending,0.463,0.0,2161.56,
att_10432,pay_101971,Retry after 10 minutes,0,10,Pending,0.864,0.0,1515.55,
att_10433,pay_100968,UPI payment link,0,15,Pending,0.416,0.0,5363.19,
att_10434,pay_101080,UPI payment link,2,15,Failed,0.443,0.0,7034.08,
att_10435,pay_101704,Retry after 10 minutes,3,10,Failed,0.642,0.0,6540.23,
att_10436,pay_100714,Smart gateway retry,1,15,Failed,0.592,0.0,1749.99,
att_10437,pay_103748,UPI payment link,1,15,Failed,0.373,0.0,1423.62,
att_10438,pay_104639,UPI payment link,3,15,Failed,0.186,0.0,3361.2,
att_10439,pay_101102,Retry after 10 minutes,1,10,Recovered,0.555,1033.71,0.0,2026-03-09 11:28:00
att_10440,pay_100668,UPI payment link,2,15,Failed,0.22,0.0,289.37,
att_10441,pay_104958,OTP reminder,3,15,Failed,0.564,0.0,3268.43,
att_10442,pay_101529,Alternate payment method,0,15,Pending,0.395,0.0,3910.7,
att_10443,pay_101563,UPI payment link,0,15,Pending,0.502,0.0,3291.26,
att_10444,pay_104730,Smart gateway retry,3,15,Recovered,0.799,2475.13,0.0,2026-03-10 00:00:00
att_10445,pay_100803,OTP reminder,2,15,Recovered,0.594,2943.91,0.0,2026-03-10 05:02:00
att_10446,pay_104828,Retry after 10 minutes,2,10,Failed,0.709,0.0,6210.07,
att_10447,pay_102382,Alternate payment method,0,15,Pending,0.265,0.0,521.64,
att_10448,pay_103444,Retry after 10 minutes,3,10,Failed,0.667,0.0,8002.65,
att_10449,pay_103401,Smart gateway retry,2,15,Recovered,0.916,606.13,0.0,2026-03-09 12:45:00
att_10450,pay_100152,Smart gateway retry,1,15,Failed,0.727,0.0,816.96,
att_10451,pay_103329,Smart gateway retry,2,15,Failed,0.79,0.0,1860.43,
att_10452,pay_101169,Alternate payment method,2,15,Failed,0.214,0.0,532.09,
att_10453,pay_104334,OTP reminder,2,15,Recovered,0.635,3653.92,0.0,2026-03-10 10:24:00
att_10454,pay_101947,Alternate payment method,0,15,Recovered,0.379,5291.0,0.0,2026-03-10 07:15:00
att_10455,pay_100641,Email reminder,0,15,Pending,0.564,0.0,2599.25,
att_10456,pay_100323,Alternate payment method,0,15,Pending,0.432,0.0,1731.86,
att_10457,pay_102530,Smart gateway retry,1,15,Failed,0.792,0.0,6641.36,
att_10458,pay_102795,Retry after 10 minutes,3,10,Failed,0.901,0.0,4876.49,
att_10459,pay_102304,Smart gateway retry,1,15,Recovered,0.865,14222.02,0.0,2026-03-10 11:15:00
att_10460,pay_101353,OTP reminder,0,15,Pending,0.667,0.0,2080.32,
att_10461,pay_101950,Retry after 10 minutes,3,10,Failed,0.833,0.0,12995.51,
att_10462,pay_100528,UPI payment link,0,15,Pending,0.324,0.0,3134.9,
att_10463,pay_102112,Retry after 10 minutes,0,10,Pending,0.825,0.0,18408.02,
att_10464,pay_101506,UPI payment link,3,15,Recovered,0.29,3521.74,0.0,2026-03-10 21:10:00
att_10465,pay_100942,Email reminder,0,15,Recovered,0.498,1190.29,0.0,2026-03-10 08:25:00
att_10466,pay_102632,UPI payment link,1,15,Failed,0.377,0.0,2747.78,
att_10467,pay_102100,Smart gateway retry,1,15,Recovered,0.84,1727.62,0.0,2026-03-10 19:09:00
att_10468,pay_103201,OTP reminder,3,15,Recovered,0.68,708.34,0.0,2026-03-10 19:19:00
att_10469,pay_103383,Retry after 10 minutes,2,10,Failed,0.755,0.0,614.23,
att_10470,pay_101707,Smart gateway retry,1,15,Recovered,0.833,6080.27,0.0,2026-03-10 22:26:00
att_10471,pay_102163,OTP reminder,3,15,Recovered,0.666,914.62,0.0,2026-03-10 22:33:00
att_10472,pay_104248,Alternate payment method,0,15,Pending,0.379,0.0,1935.08,
att_10473,pay_102893,OTP reminder,3,15,Failed,0.504,0.0,314.27,
att_10474,pay_104152,Email reminder,3,15,Failed,0.536,0.0,907.89,
att_10475,pay_104514,Smart gateway retry,3,15,Recovered,0.817,2129.87,0.0,2026-03-10 16:48:00
att_10476,pay_102784,UPI payment link,0,15,Pending,0.341,0.0,2209.33,
att_10477,pay_100839,Email reminder,3,15,Failed,0.408,0.0,1096.56,
att_10478,pay_102113,UPI payment link,0,15,Recovered,0.389,6896.87,0.0,2026-03-11 06:12:00
att_10479,pay_102692,OTP reminder,0,15,Pending,0.615,0.0,3573.97,
att_10480,pay_104513,Smart gateway retry,2,15,Failed,0.658,0.0,654.0,
att_10481,pay_103589,UPI payment link,3,15,Failed,0.17,0.0,1723.95,
att_10482,pay_103094,Retry after 10 minutes,1,10,Recovered,0.95,26168.55,0.0,2026-03-11 14:11:00
att_10483,pay_101153,UPI payment link,3,15,Failed,0.354,0.0,214.99,
att_10484,pay_100842,UPI payment link,1,15,Failed,0.342,0.0,2559.27,
att_10485,pay_101568,OTP reminder,1,15,Failed,0.5,0.0,2263.99,
att_10486,pay_101389,Retry after 10 minutes,2,10,Failed,0.944,0.0,12443.89,
att_10487,pay_100201,Retry after 10 minutes,1,10,Recovered,0.843,1462.28,0.0,2026-03-11 03:16:00
att_10488,pay_104822,Smart gateway retry,0,15,Recovered,0.904,24766.55,0.0,2026-03-11 02:34:00
att_10489,pay_103127,UPI payment link,1,15,Failed,0.458,0.0,3225.59,
att_10490,pay_101286,OTP reminder,0,15,Pending,0.71,0.0,8078.1,
att_10491,pay_103297,UPI payment link,0,15,Pending,0.312,0.0,4006.73,
att_10492,pay_101107,Alternate payment method,2,15,Recovered,0.35,4599.81,0.0,2026-03-11 17:21:00
att_10493,pay_102067,Smart gateway retry,3,15,Recovered,0.72,1449.79,0.0,2026-03-11 09:38:00
att_10494,pay_104206,Alternate payment method,2,15,Failed,0.318,0.0,519.49,
att_10495,pay_103749,OTP reminder,2,15,Recovered,0.591,2618.23,0.0,2026-03-12 04:23:00
att_10496,pay_102286,Smart gateway retry,1,15,Failed,0.637,0.0,1230.5,
att_10497,pay_103703,UPI payment link,0,15,Pending,0.526,0.0,1122.19,
att_10498,pay_103909,Smart gateway retry,1,15,Recovered,0.923,1475.3,0.0,2026-03-12 10:38:00
att_10499,pay_100066,Alternate payment method,2,15,Failed,0.349,0.0,964.45,
att_10500,pay_100344,Smart gateway retry,2,15,Recovered,0.734,545.77,0.0,2026-03-12 00:29:00
att_10501,pay_101731,Smart gateway retry,3,15,Failed,0.665,0.0,4403.92,
att_10502,pay_103825,Alternate payment method,1,15,Failed,0.42,0.0,2872.59,
att_10503,pay_104080,Alternate payment method,0,15,Pending,0.219,0.0,10897.12,
att_10504,pay_102988,UPI payment link,2,15,Recovered,0.509,1913.52,0.0,2026-03-12 02:30:00
att_10505,pay_101205,Alternate payment method,3,15,Recovered,0.596,5571.4,0.0,2026-03-12 12:41:00
att_10506,pay_101036,Alternate payment method,3,15,Failed,0.36,0.0,1212.56,
att_10507,pay_103517,Retry after 10 minutes,2,10,Failed,0.799,0.0,5976.05,
att_10508,pay_102777,Alternate payment method,1,15,Recovered,0.314,775.37,0.0,2026-03-13 00:47:00
att_10509,pay_100591,UPI payment link,2,15,Failed,0.41,0.0,5536.95,
att_10510,pay_101427,Smart gateway retry,1,15,Failed,0.736,0.0,3137.78,
att_10511,pay_100219,Email reminder,0,15,Pending,0.549,0.0,7036.33,
att_10512,pay_102938,OTP reminder,3,15,Failed,0.586,0.0,9036.8,
att_10513,pay_101314,Smart gateway retry,3,15,Failed,0.829,0.0,7996.77,
att_10514,pay_101825,Retry after 10 minutes,3,10,Failed,0.607,0.0,6655.69,
att_10515,pay_104980,UPI payment link,0,15,Recovered,0.446,571.75,0.0,2026-03-12 19:45:00
att_10516,pay_103108,Retry after 10 minutes,0,10,Recovered,0.828,1126.3,0.0,2026-03-12 15:42:00
att_10517,pay_100178,UPI payment link,0,15,Pending,0.327,0.0,3982.08,
att_10518,pay_104849,Retry after 10 minutes,3,10,Recovered,0.98,1733.27,0.0,2026-03-13 11:06:00
att_10519,pay_104189,Retry after 10 minutes,3,10,Recovered,0.725,2005.95,0.0,2026-03-12 15:53:00
att_10520,pay_104932,Retry after 10 minutes,0,10,Pending,0.881,0.0,214.71,
att_10521,pay_102837,Retry after 10 minutes,3,10,Failed,0.705,0.0,8046.6,
att_10522,pay_104596,OTP reminder,0,15,Pending,0.652,0.0,593.87,
att_10523,pay_104449,Email reminder,3,15,Recovered,0.538,4329.07,0.0,2026-03-13 07:44:00
att_10524,pay_104432,UPI payment link,0,15,Pending,0.383,0.0,5948.78,
att_10525,pay_100739,UPI payment link,2,15,Recovered,0.315,1715.8,0.0,2026-03-13 03:44:00
att_10526,pay_104619,UPI payment link,1,15,Recovered,0.401,1345.67,0.0,2026-03-13 14:11:00
att_10527,pay_100094,Retry after 10 minutes,0,10,Recovered,0.763,22430.97,0.0,2026-03-13 04:18:00
att_10528,pay_101470,UPI payment link,1,15,Failed,0.459,0.0,514.62,
att_10529,pay_103242,OTP reminder,2,15,Failed,0.661,0.0,998.34,
att_10530,pay_101631,Retry after 10 minutes,1,10,Recovered,0.829,4558.58,0.0,2026-03-13 10:36:00
att_10531,pay_103830,Retry after 10 minutes,0,10,Pending,0.78,0.0,5712.62,
att_10532,pay_100827,Smart gateway retry,0,15,Pending,0.755,0.0,6531.26,
att_10533,pay_104564,OTP reminder,3,15,Recovered,0.603,1972.83,0.0,2026-03-13 08:26:00
att_10534,pay_101383,Retry after 10 minutes,1,10,Recovered,0.886,2483.11,0.0,2026-03-13 16:26:00
att_10535,pay_101556,Retry after 10 minutes,3,10,Failed,0.874,0.0,730.8,
att_10536,pay_102977,UPI payment link,3,15,Recovered,0.25,25089.94,0.0,2026-03-13 23:36:00
att_10537,pay_101877,Retry after 10 minutes,1,10,Recovered,0.911,20713.08,0.0,2026-03-13 07:12:00
att_10538,pay_100303,Email reminder,0,15,Pending,0.389,0.0,1469.43,
att_10539,pay_101303,Email reminder,0,15,Pending,0.289,0.0,8227.29,
att_10540,pay_104281,UPI payment link,0,15,Recovered,0.428,6637.43,0.0,2026-03-14 04:31:00
att_10541,pay_103029,UPI payment link,0,15,Pending,0.346,0.0,2343.36,
att_10542,pay_104405,Retry after 10 minutes,0,10,Pending,0.954,0.0,452.94,
att_10543,pay_102445,UPI payment link,3,15,Failed,0.426,0.0,1691.15,
att_10544,pay_102060,UPI payment link,2,15,Failed,0.295,0.0,765.19,
att_10545,pay_104333,Retry after 10 minutes,0,10,Recovered,0.824,2331.42,0.0,2026-03-14 08:49:00
att_10546,pay_100578,Retry after 10 minutes,2,10,Failed,0.818,0.0,926.49,
att_10547,pay_100363,Retry after 10 minutes,0,10,Pending,0.799,0.0,8941.33,
att_10548,pay_100047,Retry after 10 minutes,2,10,Recovered,0.914,2089.97,0.0,2026-03-14 07:52:00
att_10549,pay_102299,UPI payment link,0,15,Pending,0.376,0.0,3747.54,
att_10550,pay_103819,Smart gateway retry,1,15,Recovered,0.711,895.29,0.0,2026-03-14 10:59:00
att_10551,pay_104807,Retry after 10 minutes,1,10,Recovered,0.873,1984.1,0.0,2026-03-14 01:32:00
att_10552,pay_102041,UPI payment link,2,15,Failed,0.248,0.0,4923.47,
att_10553,pay_102470,Retry after 10 minutes,2,10,Failed,0.749,0.0,1755.43,
att_10554,pay_100388,UPI payment link,2,15,Failed,0.26,0.0,1230.16,
att_10555,pay_103794,UPI payment link,3,15,Failed,0.245,0.0,6940.46,
att_10556,pay_104862,Smart gateway retry,3,15,Failed,0.779,0.0,4696.85,
att_10557,pay_100357,Email reminder,2,15,Failed,0.417,0.0,1194.88,
att_10558,pay_100361,UPI payment link,1,15,Failed,0.409,0.0,2937.94,
att_10559,pay_101388,Smart gateway retry,3,15,Failed,0.904,0.0,328.74,
att_10560,pay_102451,UPI payment link,0,15,Pending,0.44,0.0,1207.32,
att_10561,pay_103161,UPI payment link,3,15,Failed,0.373,0.0,16847.17,
att_10562,pay_101605,Smart gateway retry,1,15,Failed,0.858,0.0,582.6,
att_10563,pay_101691,Alternate payment method,3,15,Recovered,0.358,1160.85,0.0,2026-03-15 10:34:00
att_10564,pay_103125,UPI payment link,1,15,Recovered,0.482,586.9,0.0,2026-03-14 15:14:00
att_10565,pay_104716,Smart gateway retry,2,15,Recovered,0.859,1671.6,0.0,2026-03-14 14:13:00
att_10566,pay_100564,Smart gateway retry,1,15,Failed,0.797,0.0,1705.99,
att_10567,pay_104468,Alternate payment method,2,15,Failed,0.349,0.0,2473.3,
att_10568,pay_104700,UPI payment link,0,15,Pending,0.307,0.0,1948.67,
att_10569,pay_102497,OTP reminder,2,15,Recovered,0.632,2443.24,0.0,2026-03-15 06:36:00
